pred,test
-1.528541088104248,-1.48653000000002
-1.2624763250350952,-1.52537000000001
0.45413893461227417,0.367509999999982
-2.6135458946228027,-2.52618000000001
-0.6675572395324707,-0.758169999999978
-0.4050561487674713,-0.197749999999985
-2.1026952266693115,-2.11360999999999
-0.8890703320503235,-0.757229999999993
2.036327838897705,2.63160999999999
-0.343773752450943,-0.411720000000003
-2.362489700317383,-2.49768
-2.502702474594116,-2.69777000000005
2.0743227005004883,2.14857000000001
-0.01467123907059431,0.13131999999996
-2.261582851409912,-2.16075000000001
-1.5907963514328003,-1.57052999999999
1.971083402633667,1.92610000000002
1.2855027914047241,1.31927999999999
-1.5303806066513062,-1.56916999999999
-1.1549322605133057,-1.14826999999997
1.1814112663269043,1.08839
0.36901798844337463,0.328509999999994
1.6954749822616577,1.55022000000002
-0.4529818594455719,-0.566269999999975
-1.4821891784667969,-1.53953999999999
-0.07824095338582993,-0.0109300000000871
-0.8722325563430786,-0.74927999999997
0.00880113523453474,-0.103310000000022
0.6997681260108948,0.713129999999978
2.268585443496704,2.28008999999997
0.19197162985801697,-0.047580000000039
-2.456120014190674,-2.47156000000001
-2.124844551086426,-2.11427000000003
-1.9573873281478882,-1.85978000000011
1.6413551568984985,1.58107000000001
-1.6218035221099854,-1.53901000000002
-1.4712345600128174,-1.49348999999998
-1.3810672760009766,-1.28193000000005
-1.946642279624939,-2.07665999999998
0.9219444394111633,0.777049999999974
1.6667449474334717,1.71567999999996
-1.467206597328186,-1.47730000000001
-1.549565315246582,-1.28262999999998
-1.4249439239501953,-1.52846
0.335556298494339,0.562569999999937
-2.0834197998046875,-2.06425000000002
1.9557052850723267,1.37646999999998
0.7270960211753845,0.865729999999985
-1.385274887084961,-1.28937999999994
-1.926780343055725,-2.1087
-2.512277126312256,-2.46083999999996
1.7117046117782593,1.68272999999999
0.40861982107162476,0.402140000000031
-0.7094907760620117,-0.914000000000044
-0.874114990234375,-0.860960000000034
-0.08193521201610565,0.017659999999978
0.03978995233774185,0.000560000000007221
-1.2766274213790894,-1.30536000000001
-0.793131947517395,-1.19747000000001
-1.1649644374847412,-1.45401000000004
2.3997387886047363,2.42942000000002
1.0010861158370972,1.12108000000001
2.6610970497131348,2.65404000000004
-2.602705240249634,-2.55965000000003
-2.6558756828308105,-2.65055000000001
0.7541971206665039,0.632000000000005
-1.832776427268982,-1.85739000000001
1.741736650466919,1.66049000000001
-0.599253237247467,-0.489370000000065
2.3595337867736816,2.31383000000002
-2.474844455718994,-2.51272
0.2721957564353943,0.253420000000034
0.05783049017190933,-0.0156200000000126
2.059114933013916,2.18367999999998
-1.7810825109481812,-1.59448999999995
-1.9524171352386475,-2.06518000000005
1.803370714187622,1.84344999999999
-0.3135760724544525,-0.48896000000002
-1.3126145601272583,-1.07024000000007
-0.09813174605369568,0.0204400000000078
-1.2856954336166382,-1.45990999999998
-2.366062641143799,-2.30878999999999
-2.106541395187378,-2.26269000000002
-2.7824339866638184,-2.75756000000001
-0.4059174656867981,-0.319340000000011
-0.5081616640090942,-0.606389999999976
-2.7823705673217773,-2.6857
-1.252286672592163,-1.26564999999999
-2.2374002933502197,-2.42529000000002
-2.17710018157959,-2.21395999999999
-2.1537883281707764,-2.15719000000001
-0.7429949641227722,-0.687280000000044
-0.2497776746749878,-0.312430000000006
-1.9500070810317993,-2.08443000000005
-0.18299902975559235,-0.315470000000005
1.9523937702178955,1.93344000000002
-2.0755600929260254,-2.12508
-0.7083730101585388,-0.651350000000008
-1.2449886798858643,-1.31096000000002
0.8054892420768738,0.824220000000025
-1.8132450580596924,-2.26124999999999
-1.2097173929214478,-1.35553999999999
-1.7829780578613281,-1.82704000000007
-0.03780723363161087,-0.0943700000000263
2.5861027240753174,2.56184000000002
-1.3394008874893188,-1.03104000000002
1.6088874340057373,2.00421
-0.6770521402359009,-0.236440000000073
-0.5828591585159302,-0.640989999999988
-2.198678731918335,-2.11337000000003
-0.07520603388547897,-0.209300000000013
-0.3347412049770355,-0.293800000000005
-0.547675609588623,-0.565500000000043
-1.5002338886260986,-1.50050000000005
-0.5909253358840942,-0.61256000000003
-2.2164154052734375,-2.22148000000004
2.270932674407959,2.33985999999999
-0.8541873097419739,-0.65607
-1.323301076889038,-0.88209999999998
-0.9788224101066589,-0.971339999999998
-1.6297041177749634,-1.73241000000007
-1.531620979309082,-1.52710999999996
-2.3705315589904785,-2.35348999999999
0.553579568862915,0.522689999999955
-0.22659683227539062,-0.189920000000029
-0.5798864364624023,-0.659719999999993
-0.1576826274394989,-0.0116900000000442
-0.9493423700332642,-0.946719999999999
1.6471259593963623,1.70125000000002
-2.3757481575012207,-2.32481999999999
-1.8869823217391968,-1.79127
-0.43180981278419495,-0.43874999999997
-1.6476243734359741,-1.53905000000003
-1.6188637018203735,-1.59769999999997
-1.3206489086151123,-1.08799999999997
-1.6828581094741821,-1.82441
1.6981592178344727,1.62298999999996
-0.6309655904769897,-0.636570000000006
-0.7247934341430664,-0.600529999999992
-2.0979769229888916,-1.82083
-2.102769136428833,-2.25325999999998
-2.7146811485290527,-2.64788000000004
-0.783744215965271,-1.03584999999998
-0.922659695148468,-0.802510000000041
0.4831766188144684,0.448820000000012
-2.29298734664917,-2.12076000000002
-1.1249436140060425,-1.12281000000002
1.8269420862197876,1.87174000000002
0.6230801343917847,2.13984000000002
-2.505319118499756,-2.40556000000004
-2.544650077819824,-2.62188999999998
-1.7485578060150146,-1.72567000000009
-0.9070375561714172,-0.928899999999999
-2.1248881816864014,-2.09519
-0.3212525546550751,-0.315219999999954
-0.05742551013827324,-0.0782700000000318
-1.6538448333740234,-1.29208
1.4422954320907593,0.912339999999972
-2.1269874572753906,-2.14936
-0.0930049866437912,0.194289999999967
-1.6182739734649658,-1.48284999999998
0.7595865726470947,0.504719999999992
-0.8825258016586304,-0.907809999999984
-2.1561577320098877,-1.92658
-2.2040963172912598,-2.30359999999996
-2.2771525382995605,-2.34857
1.2444310188293457,1.14281999999992
-1.4259274005889893,-1.42926
-2.2309672832489014,-2.19122999999999
-0.89570152759552,-0.831849999999974
-2.483384847640991,-2.55440000000004
-0.9471920728683472,-0.910419999999988
-2.440537452697754,-2.46982000000003
-1.624102234840393,-1.59655999999995
-0.14259633421897888,-0.159599999999983
-1.902937650680542,-1.93754999999999
0.6830398440361023,0.563709999999958
-0.3616439700126648,-0.371560000000045
-1.291806697845459,-1.27497
-0.6307145357131958,-0.713879999999961
-0.7335819005966187,-0.768860000000018
-0.5595754384994507,-0.547500000000014
-0.9518639445304871,-1.12189000000001
-0.8287379145622253,-0.673840000000013
-0.9260069131851196,-0.923089999999974
-0.9135764837265015,-1.05464999999998
-2.395998001098633,-2.43290999999994
-2.155672788619995,-2.18271000000004
-0.7736338376998901,-0.584510000000023
0.643070638179779,0.782669999999996
-2.0947446823120117,-2.19722000000007
-1.2150952816009521,-1.28042000000005
0.5823150277137756,0.57758000000004
-1.0321404933929443,-0.986800000000017
0.7130153775215149,0.672880000000021
-1.8929065465927124,-1.65024999999997
-2.5603556632995605,-2.55808000000002
-2.606501340866089,-2.62570999999997
-0.4274563789367676,-0.608049999999992
-1.8017412424087524,-1.87622999999996
-1.630131483078003,-1.55597000000006
-2.5034399032592773,-2.22947999999997
-0.19200709462165833,-0.0115200000000186
-1.8406366109848022,-1.85137000000009
0.8700402975082397,0.894810000000007
-1.7378727197647095,-1.83818000000002
-2.5459508895874023,-2.51364000000001
-0.24131786823272705,-0.216489999999965
1.6756629943847656,1.62074999999999
-2.1876609325408936,-2.22397000000007
-0.9598792791366577,-0.922640000000058
1.1625627279281616,0.988249999999994
-2.156134605407715,-2.17371
1.828167200088501,1.65923999999995
-0.08321595191955566,-0.398180000000082
-2.137146234512329,-1.96413999999999
-1.4670608043670654,-1.51147000000003
0.7976206541061401,0.643299999999954
-1.6108487844467163,-1.77411000000001
1.9846975803375244,1.96730999999997
-1.6443860530853271,-1.71047999999999
1.809629201889038,1.76705000000001
2.070460081100464,2.27323000000001
-1.7739105224609375,-1.94059999999999
2.4582359790802,2.42440999999999
-2.395822763442993,-2.41112000000004
1.6561152935028076,1.64560999999998
-0.2787010073661804,-0.479060000000004
2.185178756713867,2.03917000000001
-1.6321693658828735,-1.72848999999999
-0.7118169069290161,-0.805669999999992
-0.6409933567047119,-0.707329999999956
-0.03931933268904686,-0.0712099999999793
0.3553248345851898,0.327440000000024
-1.4783376455307007,-1.4304600000001
-2.2663731575012207,-2.34566000000001
-0.6901241540908813,-0.732519999999994
2.456423282623291,2.38622000000004
-1.7257102727890015,-1.75122000000005
-2.3779311180114746,-2.42482999999999
2.1004605293273926,2.03018000000003
-0.015106546692550182,-0.093560000000025
-0.6611983180046082,-0.76033000000001
-0.9397786259651184,-0.974440000000016
0.7771624326705933,0.751390000000015
-0.8373055458068848,-0.520129999999995
0.770706057548523,0.671770000000009
0.780598521232605,0.512449999999973
-1.9963829517364502,-1.99022000000002
0.11990107595920563,0.164480000000026
-0.7565674781799316,-1.24996000000004
-2.337656259536743,-2.25805
-1.0073254108428955,-1.07409000000001
-1.2035696506500244,-1.16446999999999
-2.010627269744873,-2.06352999999999
-1.2227191925048828,-1.32401999999999
0.9492427706718445,0.60132999999999
-1.0920965671539307,-1.03130999999996
-1.0847182273864746,-1.04665999999997
1.2532997131347656,1.07804999999996
2.1565027236938477,2.11695000000003
1.9603115320205688,2.08529000000001
-0.6259751915931702,-0.65596000000005
-0.8896026611328125,-0.873899999999992
1.9543060064315796,2.02186
-1.7863099575042725,-1.65987000000007
-2.423696994781494,-2.45254999999997
-0.9736777544021606,-1.02532000000002
1.5524996519088745,1.37374
-0.5020593404769897,-0.974870000000067
-1.9590612649917603,-2.05097000000001
-2.356076240539551,-2.36971000000005
-1.635719895362854,-1.79664
-0.8370593190193176,-0.776990000000012
-1.2131938934326172,-1.18017
-0.8912762403488159,-0.786380000000008
-1.0496684312820435,-1.18027000000001
0.069816455245018,0.0920699999999783
-0.7261162996292114,-0.726020000000005
1.849212646484375,2.15477999999999
-1.201117992401123,-1.26515000000001
0.34691452980041504,0.326660000000004
-1.4546035528182983,-1.56685999999999
0.17409498989582062,0.187950000000001
-0.3787369132041931,-0.440169999999995
-2.4470808506011963,-2.53036
0.5312166213989258,0.177230000000009
-0.09639696031808853,-0.257670000000019
1.6663217544555664,1.64327999999995
-2.2233614921569824,-2.35652999999996
-0.7027223706245422,-0.651209999999992
-0.9233323335647583,-0.945409999999981
1.7655057907104492,1.86741000000004
0.6997019052505493,0.721760000000018
-2.30466890335083,-2.20447000000001
-2.5504117012023926,-2.54834
-2.016465663909912,-1.91030000000001
2.0288503170013428,2.12753000000004
1.9459336996078491,1.87223000000003
0.808295726776123,0.794449999999983
1.9228929281234741,1.88198
-0.6346548795700073,-0.431950000000029
-0.7493335008621216,-1.03097
-1.9952163696289062,-1.99521000000001
1.844190001487732,1.35678999999993
0.3599300980567932,0.39817000000005
-2.3744516372680664,-2.45267000000001
-1.043576955795288,-1.05502999999999
-0.636293888092041,-0.516880000000015
-2.102262020111084,-2.43096000000003
1.692533254623413,1.75175000000004
-2.0788941383361816,-2.04965000000004
-2.784329414367676,-2.80455999999998
-1.6703355312347412,-1.67122000000001
-1.9723542928695679,-1.94322000000005
-1.2193682193756104,-1.29040000000001
-1.6852378845214844,-1.74946999999997
-1.7934865951538086,-2.12786
-1.280286431312561,-1.32095000000004
-1.8335365056991577,-1.85920000000004
-2.1439080238342285,-2.08577000000003
-0.976658046245575,-0.920359999999988
-2.2563986778259277,-2.28855000000004
-0.9680484533309937,-0.932240000000007
-2.060634136199951,-2.04610000000008
1.146893858909607,1.17354
-2.6587610244750977,-2.59618000000006
2.611882209777832,2.55619999999999
-2.3572609424591064,-2.36014000000006
-0.07576245814561844,0.010789999999929
0.028012514114379883,-0.126899999999978
-2.081810712814331,-2.06969999999998
-2.492461681365967,-2.55952000000002
-0.9490833282470703,-0.859769999999969
2.1106934547424316,2.20251000000002
0.3032799959182739,0.31129999999996
-0.5751138925552368,-0.612480000000005
-2.0189056396484375,-2.00004000000001
-1.903646469116211,-1.69093000000004
2.049870014190674,1.93643
-1.6273561716079712,-1.63123000000002
-2.4989547729492188,-2.51901000000004
-2.1279311180114746,-2.20401000000001
-0.06911099702119827,-0.0566900000000032
-1.2017340660095215,-1.17738000000003
-1.283028483390808,-1.30458999999996
-1.5477961301803589,-1.61682000000002
-1.5077261924743652,-1.54917
-0.43639469146728516,-0.540680000000009
-2.6011931896209717,-2.64106000000004
-2.17138409614563,-2.33870000000002
2.0345730781555176,2.19325000000001
-1.7459195852279663,-1.67234000000002
-2.4141252040863037,-2.42501000000004
0.22452902793884277,0.0663299999999367
-1.3890554904937744,-1.36840000000007
-0.6877516508102417,-0.775569999999959
-2.2399063110351562,-2.24530000000004
1.3904545307159424,1.80260000000001
-0.573621928691864,-0.50342999999998
-1.5244824886322021,-1.55162000000001
0.4148244857788086,0.402569999999912
-1.9970605373382568,-2.04509999999999
0.3663383424282074,0.333640000000031
-1.9576177597045898,-2.08006
-2.2084217071533203,-2.28298999999998
1.140812635421753,1.47654000000003
-2.219815969467163,-2.25305000000009
0.03979135677218437,-0.000260000000025684
-1.2603740692138672,-1.15810000000005
-1.473787546157837,-1.56367
-1.94109308719635,-1.54412000000002
-2.06660795211792,-2.04473999999999
-1.6472015380859375,-1.75586999999996
0.3536408543586731,0.306770000000029
-1.6237672567367554,-1.57077999999996
0.3084617257118225,0.205820000000017
-1.8436307907104492,-1.87087000000002
-2.110975980758667,-2.13004000000001
-1.4519270658493042,-1.50822000000005
1.8781249523162842,1.65683999999999
-2.2400684356689453,-2.29344000000009
-2.3402695655822754,-2.28512000000001
1.305342197418213,1.26883000000001
-1.7469419240951538,-2.37519000000003
0.29041966795921326,0.714849999999956
-0.5034071803092957,-0.697490000000073
1.3025062084197998,1.32768999999999
-2.053941249847412,-2.06446
1.2908351421356201,1.45814000000001
-1.2931326627731323,-1.35691000000003
-0.9583794474601746,-0.904739999999947
-1.3416348695755005,-1.35563000000008
1.3714700937271118,1.38956999999999
-2.2200419902801514,-2.21922000000001
-0.34997233748435974,-0.29031000000009
-2.5390236377716064,-2.53111000000001
-0.5890290141105652,-0.613949999999988
-1.989514708518982,-1.99194
-1.5851905345916748,-1.41542000000004
-0.3928981125354767,0.0333499999999844
0.0005808062851428986,-0.0154499999999871
-1.7185519933700562,-1.70044000000001
-1.6823594570159912,-1.71730000000002
1.403340458869934,1.37828000000002
2.132668972015381,2.2314199999999
0.10842084884643555,0.130770000000012
-0.3194619417190552,-0.495510000000024
-1.391871690750122,-1.36021
-1.070457100868225,-1.13847000000004
-1.4872722625732422,-1.14474000000001
-1.229190707206726,-1.50513999999998
-0.21420404314994812,-0.302230000000009
-2.2759933471679688,-2.39825000000002
-2.077190637588501,-2.37318000000002
-2.1978182792663574,-2.22899000000001
1.5613940954208374,1.74101999999999
1.206669569015503,1.05224000000004
-2.1899540424346924,-2.29818
-0.1645149290561676,-0.117660000000001
-1.3918015956878662,-1.34844000000004
-2.4581756591796875,-2.51194999999998
-0.8926411867141724,-0.82108999999997
-1.4541593790054321,-1.47710999999998
-2.586989641189575,-2.54826000000003
0.5413835644721985,0.445700000000045
-0.6451421976089478,-0.113149999999962
1.117118239402771,1.05744999999996
-1.954402208328247,-1.86016000000001
-1.0371339321136475,-0.96198000000004
2.644620180130005,2.54984999999999
-1.5775538682937622,-1.68079
0.436985582113266,0.448689999999971
-2.2033615112304688,-2.15619999999998
1.915535569190979,1.72811999999999
0.3390081226825714,0.0431100000000129
-2.578056812286377,-2.64705000000004
0.23542630672454834,0.251730000000009
-0.26698413491249084,-0.231830000000002
-1.3199145793914795,-1.26553999999999
-1.2283246517181396,-1.04261000000002
-2.0599706172943115,-2.04127
-2.1261954307556152,-2.18885
-1.9468162059783936,-1.88334000000003
1.4707624912261963,1.51165000000003
0.0978502482175827,0.201499999999953
-2.7206130027770996,-2.72400000000005
-2.650156259536743,-2.66699
-2.2923314571380615,-2.28296
-0.33373087644577026,-0.272550000000024
2.355168581008911,2.24871999999999
1.7031221389770508,1.73320999999999
2.1602590084075928,2.12914999999998
-0.11589398235082626,-0.33184
1.4355268478393555,1.01722999999998
-1.380188226699829,-1.39500000000004
2.211599588394165,2.19547999999998
0.9996870160102844,0.83569
1.9694582223892212,1.69181
1.0930095911026,1.03357
-2.492739200592041,-2.42770000000002
1.264684796333313,1.28678000000002
-0.8843444585800171,-0.743259999999992
-0.7178713083267212,-0.904269999999997
-2.522243022918701,-2.58678999999998
-1.0817735195159912,-1.14613
-2.4683175086975098,-2.52533
-2.737454414367676,-2.67784
-1.3570506572723389,-1.10648000000009
-1.6849972009658813,-1.81531000000001
1.102738618850708,1.13266999999999
-2.393632411956787,-2.46352999999999
-2.7084531784057617,-2.67679999999999
-0.7307747602462769,-0.597890000000007
1.9903923273086548,2.08515999999997
-1.3602927923202515,-1.33412000000004
-1.0912717580795288,-1.06677000000002
-0.8498183488845825,-0.742199999999968
0.5184872150421143,0.251809999999978
2.0461812019348145,1.93629999999996
-1.4176491498947144,-1.39376999999999
-0.7619438171386719,-0.952420000000018
-1.078536868095398,-0.989120000000014
0.2642619013786316,0.333879999999965
-1.034493088722229,-0.930720000000008
-0.5359815359115601,-0.617870000000096
-0.5632957816123962,-0.816880000000083
-0.8390604853630066,-0.824900000000014
-1.7357269525527954,-1.73640000000003
2.0589516162872314,1.98661000000001
0.047474123537540436,0.189799999999991
-2.3753061294555664,-2.30503000000004
-2.1228883266448975,-2.15247999999997
0.9715245962142944,0.74879999999996
-2.4680323600769043,-2.39088000000001
-1.3862353563308716,-1.51274999999998
0.41754716634750366,0.34611000000001
-2.7126429080963135,-2.73210999999998
-1.9986388683319092,-1.96069999999997
-0.03825958073139191,0.06053
-2.633500814437866,-2.64163000000002
-2.0279061794281006,-2.01481000000007
-1.8222343921661377,-1.68831999999998
-0.14436864852905273,-0.0863500000000386
-0.6560184359550476,-0.187829999999963
-2.510075569152832,-2.42553000000004
-0.6615198850631714,-0.718820000000051
1.3765575885772705,1.11440999999996
-1.58652663230896,-1.56200999999999
1.62851881980896,1.8837299999999
-1.6444427967071533,-1.46499000000006
-2.2855114936828613,-2.10951
-1.2351243495941162,-1.26623000000001
2.462299108505249,2.59610000000001
1.1828111410140991,1.02566999999993
-2.399005174636841,-2.48703999999995
-0.901042640209198,-0.883560000000045
-2.437042713165283,-2.60926000000006
-1.0536043643951416,-1.06338000000002
-2.045854330062866,-2.17571999999996
-0.7091158628463745,-0.836140000000057
-2.2587168216705322,-2.33238
-0.40106672048568726,-0.24133999999998
-2.141284227371216,-2.13403000000005
1.16099214553833,1.22077999999999
0.6262416839599609,0.755490000000009
-0.44812560081481934,-0.420110000000022
-1.4574717283248901,-1.01581999999996
-1.0846036672592163,-1.11754000000008
1.9644391536712646,1.73093999999998
-1.1653146743774414,-1.23355000000004
-1.8208131790161133,-1.84165999999999
1.718637228012085,1.73591999999999
-2.049011707305908,-1.98977000000002
-1.9766790866851807,-1.93236000000007
-1.9466384649276733,-1.85123999999996
1.9289653301239014,1.84862999999996
-1.228572130203247,-1.35054000000008
-1.095020055770874,-1.06704000000008
-1.467684268951416,-1.44060000000002
-2.656303882598877,-2.69138999999998
-0.5223153829574585,-0.32838000000001
-2.4504799842834473,-2.82230000000004
-0.5634403824806213,-0.803339999999992
1.318662166595459,1.39934000000002
-1.5563030242919922,-1.54637000000002
-1.7456190586090088,-1.70654000000002
2.252802610397339,2.25030999999996
-0.15518753230571747,-0.157600000000002
-0.44386616349220276,-0.121270000000038
-2.5898280143737793,-2.55543
-1.7253175973892212,-1.6662
-1.2348546981811523,-1.2158
-1.2387391328811646,-1.03464000000002
1.7334377765655518,1.61478999999997
-0.9230840802192688,-0.514350000000007
-1.8719135522842407,-1.78994
0.7509411573410034,0.749690000000015
1.9038360118865967,1.86963999999995
-2.269923686981201,-2.32756000000006
-0.5312718749046326,-0.864530000000002
-0.7152100801467896,-0.667479999999983
-1.0956149101257324,-1.02254999999997
2.575141191482544,2.5642
1.1457452774047852,1.07414999999997
-1.314074993133545,-1.28111000000007
1.7985098361968994,1.60865000000001
-2.7957568168640137,-2.80421000000001
-1.8119693994522095,-1.80885000000001
-2.1019434928894043,-1.86351999999999
-1.74334716796875,-1.63209000000001
-2.4342684745788574,-2.41188
-1.4036372900009155,-1.38218999999998
-2.3394455909729004,-2.40639999999996
-2.070712089538574,-2.11227
0.6767016649246216,0.740700000000004
0.5587595105171204,0.681030000000021
-1.6301689147949219,-1.65579000000002
-0.5192450284957886,-0.586359999999985
-0.7996383905410767,-0.75612000000001
-2.3311712741851807,-2.35273000000001
-1.2601165771484375,-0.98005999999998
-0.25530797243118286,-0.179280000000006
-1.7072105407714844,-1.61760999999996
-0.11654748022556305,-0.264060000000001
-1.2094805240631104,-1.16453999999999
-1.6533342599868774,-1.57123999999999
-2.1360936164855957,-2.23103
-1.4728835821151733,-1.62580000000003
-0.06269069015979767,0.0614499999999794
2.1635477542877197,2.07046
-2.5275633335113525,-2.47351000000003
0.3386223316192627,0.225570000000005
1.4069552421569824,1.39006999999998
-2.077974796295166,-2.06731000000002
-0.7424130439758301,-0.450500000000034
-0.7956514358520508,-0.713570000000004
0.03878991678357124,0.15197999999998
1.6835031509399414,1.76285999999993
0.2322920262813568,0.0362799999999766
-1.8624846935272217,-1.80922999999999
0.47627338767051697,0.530730000000005
-2.3585808277130127,-2.37914999999998
-1.4762866497039795,-1.25430999999998
-2.274984121322632,-2.28891999999996
1.3873649835586548,1.22883999999999
-2.7159218788146973,-2.70739000000003
-1.5209131240844727,-1.47651999999999
-0.5114255547523499,-0.986320000000006
0.8010164499282837,0.729760000000027
1.8481738567352295,1.77778000000001
0.007149013224989176,-0.192100000000011
0.5436227321624756,0.483499999999992
0.18354979157447815,0.184139999999957
2.2217555046081543,2.15472999999997
0.804061233997345,0.874799999999993
-0.986280083656311,-1.0266
-1.8040002584457397,-1.78595000000001
-1.6913251876831055,-1.67205999999999
-0.32598742842674255,-0.0456600000000265
-1.550258994102478,-1.70771999999999
-2.703169107437134,-2.71102999999999
0.14525429904460907,0.0811999999999671
-1.301221489906311,-1.24536999999998
-2.1008987426757812,-2.11749
-0.10372364521026611,-0.456469999999996
